,country,year,life_expectancy
131435,Malaysia,1968,64.17
131436,Maldives,1968,45.48
131437,Mali,1968,33.07
131438,Malta,1968,70.98
131439,Marshall Islands,1968,
131440,Martinique,1968,64.93
131441,Mauritania,1968,48.78
131442,Mauritius,1968,62.97
131443,Mayotte,1968,61.07
131444,Mexico,1968,60.91
131445,"Micronesia, Fed. Sts.",1968,59.73
131446,Moldova,1968,65.03
131447,Monaco,1968,
131448,Mongolia,1968,55.43
131449,Montenegro,1968,68.78
131450,Montserrat,1968,
131451,Morocco,1968,53.46
131452,Mozambique,1968,42.78
131453,Myanmar,1968,49.11
131454,Namibia,1968,51.71
131455,Nauru,1968,
131456,Nepal,1968,43.51
131457,Netherlands,1968,73.6
131458,Netherlands Antilles,1968,68.41
131459,New Caledonia,1968,61.33
131460,New Zealand,1968,71.2
131461,Ngorno-Karabakh,1968,
131462,Nicaragua,1968,57.47
131463,Niger,1968,37.88
131464,Nigeria,1968,33.47
131465,Niue,1968,
131466,Norfolk Island,1968,
131467,Northern Cyprus,1968,
131468,Northern Mariana Islands,1968,
131469,Norway,1968,74.07
131470,Oman,1968,51.62
131471,Pakistan,1968,52.95
131472,Palau,1968,
131473,Panama,1968,65.65
131474,Papua New Guinea,1968,44.74
131475,Paraguay,1968,68.63
131476,Peru,1968,53.74
131477,Philippines,1968,61.6
131478,Pitcairn,1968,
131479,Poland,1968,70.33
131480,Portugal,1968,66.88
131481,Puerto Rico,1968,70.7
131482,Qatar,1968,66.64
131483,Reunion,1968,61.74
131484,Romania,1968,68.01
131485,Russia,1968,69.17
131486,Rwanda,1968,45.27
131487,St. Barthélemy,1968,
131488,St. Helena,1968,
131489,St. Kitts and Nevis,1968,
131490,St. Lucia,1968,61.45
131491,St. Martin,1968,
131492,St. Vincent and the Grenadines,1968,64.04
131493,St.-Pierre-et-Miquelon,1968,
131494,Samoa,1968,56.15
131495,San Marino,1968,
131496,Sao Tome and Principe,1968,55.6
131497,Saudi Arabia,1968,53.51
131498,Senegal,1968,38.9
131499,Serbia,1968,67.51
131500,Serbia and Montenegro,1968,
131501,Serbia excluding Kosovo,1968,
131502,Seychelles,1968,63.78
131503,Sierra Leone,1968,41.08
131504,Singapore,1968,66.84
131505,Slovak Republic,1968,70.6
131506,Slovenia,1968,69.17
131507,Solomon Islands,1968,55.16
131508,Somalia,1968,42.08
131509,Somaliland,1968,
131510,South Africa,1968,52.04
131511,South Ossetia,1968,
131512,Spain,1968,71.68
131513,Sri Lanka,1968,63.7
131514,Sudan,1968,53.36
131515,Suriname,1968,63.89
131516,Svalbard,1968,
131517,Swaziland,1968,47.67
131518,Sweden,1968,73.99
131519,Switzerland,1968,72.75
131520,Syria,1968,57.83
131521,Taiwan,1968,67.62
131522,Tajikistan,1968,60.77
131523,Tanzania,1968,48.62
131524,Thailand,1968,58.96
131525,Timor-Leste,1968,43.96
131526,Togo,1968,46.41
131527,Tokelau,1968,
131528,Tonga,1968,63.93
131529,Transnistria,1968,
131530,Trinidad and Tobago,1968,65.5
131531,Tunisia,1968,50.56
131532,Turkey,1968,53.21
131533,Turkmenistan,1968,58.42
131534,Turks and Caicos Islands,1968,
131535,Tuvalu,1968,
131536,Uganda,1968,50.05
131537,Ukraine,1968,71.33
131538,United Arab Emirates,1968,59.54
131539,United Kingdom,1968,71.68
131540,United States,1968,70.42
131541,Uruguay,1968,68.82
131542,USSR,1968,
131543,Uzbekistan,1968,62.83
131544,Wallis et Futuna,1968,
131545,Vanuatu,1968,50.56
131546,Venezuela,1968,64.77
131547,West Bank and Gaza,1968,56.45
131548,West Germany,1968,
131549,Western Sahara,1968,41.32
131550,Vietnam,1968,60.45
131551,Virgin Islands (U.S.),1968,66.87
131552,North Yemen (former),1968,
131553,South Yemen (former),1968,
131554,Yemen,1968,39.87
131555,Yugoslavia,1968,
131556,Zambia,1968,52.64
131557,Zimbabwe,1968,56.43
131558,Åland,1968,
131559,South Sudan,1968,39.15
131560,Abkhazia,1968,
131561,Afghanistan,1968,
131562,Akrotiri and Dhekelia,1968,
131563,Albania,1968,
131564,Algeria,1968,
131565,American Samoa,1968,
131566,Andorra,1968,
131567,Angola,1968,
131568,Anguilla,1968,
131569,Antigua and Barbuda,1968,
131570,Argentina,1968,
131571,Armenia,1968,
131572,Aruba,1968,
131573,Australia,1968,
131574,Austria,1968,
131575,Azerbaijan,1968,
131576,Bahamas,1968,
131577,Bahrain,1968,
131578,Bangladesh,1968,
131579,Barbados,1968,
131580,Belarus,1968,
131581,Belgium,1968,
131582,Belize,1968,
131583,Benin,1968,
131584,Bermuda,1968,
131585,Bhutan,1968,
131586,Bolivia,1968,
131587,Bosnia and Herzegovina,1968,
131588,Botswana,1968,
131589,Brazil,1968,
131590,British Virgin Islands,1968,
131591,Brunei,1968,
131592,Bulgaria,1968,
131593,Burkina Faso,1968,
131594,Burundi,1968,
131595,Cambodia,1968,
131596,Cameroon,1968,
131597,Canada,1968,
131598,Cape Verde,1968,
131599,Cayman Islands,1968,
131600,Central African Republic,1968,
131601,Chad,1968,
131602,Channel Islands,1968,
131603,Chile,1968,
131604,China,1968,
131605,Christmas Island,1968,
131606,Cocos Island,1968,
131607,Colombia,1968,
131608,Comoros,1968,
131609,"Congo, Dem. Rep.",1968,
131610,"Congo, Rep.",1968,
131611,Cook Is,1968,
131612,Costa Rica,1968,
131613,Cote d'Ivoire,1968,
131614,Croatia,1968,
131615,Cuba,1968,
131616,Cyprus,1968,
131617,Czech Republic,1968,
131618,Czechoslovakia,1968,
131619,Denmark,1968,
131620,Djibouti,1968,
131621,Dominica,1968,
131622,Dominican Republic,1968,
131623,East Germany,1968,
131624,Ecuador,1968,
131625,Egypt,1968,
131626,El Salvador,1968,
131627,Equatorial Guinea,1968,
131628,Eritrea,1968,
131629,Eritrea and Ethiopia,1968,
131630,Estonia,1968,
131631,Ethiopia,1968,
131632,Faeroe Islands,1968,
131633,Falkland Is (Malvinas),1968,
131634,Fiji,1968,
131635,Finland,1968,
131636,France,1968,
131637,French Guiana,1968,
131638,French Polynesia,1968,
131639,Gabon,1968,
131640,Gambia,1968,
131641,Georgia,1968,
131642,Germany,1968,
131643,Ghana,1968,
131644,Gibraltar,1968,
131645,Greece,1968,
131646,Greenland,1968,
131647,Grenada,1968,
131648,Guadeloupe,1968,
131649,Guam,1968,
131650,Guatemala,1968,
131651,Guernsey,1968,
131652,Guinea,1968,
131653,Guinea-Bissau,1968,
131654,Guyana,1968,
131655,Haiti,1968,
131656,Holy See,1968,
131657,Honduras,1968,
131658,"Hong Kong, China",1968,
131659,Hungary,1968,
131660,Iceland,1968,
131661,India,1968,
131662,Indonesia,1968,
131663,Iran,1968,
131664,Iraq,1968,
131665,Ireland,1968,
131666,Isle of Man,1968,
131667,Israel,1968,
131668,Italy,1968,
131669,Jamaica,1968,
131670,Japan,1968,
131671,Jersey,1968,
131672,Jordan,1968,
131673,Kazakhstan,1968,
131674,Kenya,1968,
131675,Kiribati,1968,
131676,North Korea,1968,
131677,South Korea,1968,
131678,"United Korea (former)
",1968,
131679,Kosovo,1968,
131680,Kuwait,1968,
131681,Kyrgyz Republic,1968,
131682,Lao,1968,
131683,Latvia,1968,
131684,Lebanon,1968,
131685,Lesotho,1968,
131686,Liberia,1968,
131687,Libya,1968,
131688,Liechtenstein,1968,
131689,Lithuania,1968,
131690,Luxembourg,1968,
131691,"Macao, China",1968,
131692,"Macedonia, FYR",1968,
131693,Madagascar,1968,
131694,Malawi,1968,
131695,Malaysia,1968,
131696,Maldives,1968,
131697,Mali,1968,
131698,Malta,1968,
131699,Marshall Islands,1968,
131700,Martinique,1968,
131701,Mauritania,1968,
131702,Mauritius,1968,
131703,Mayotte,1968,
131704,Mexico,1968,
131705,"Micronesia, Fed. Sts.",1968,
131706,Moldova,1968,
131707,Monaco,1968,
131708,Mongolia,1968,
131709,Montenegro,1968,
131710,Montserrat,1968,
131711,Morocco,1968,
131712,Mozambique,1968,
131713,Myanmar,1968,
131714,Namibia,1968,
131715,Nauru,1968,
131716,Nepal,1968,
131717,Netherlands,1968,
131718,Netherlands Antilles,1968,
131719,New Caledonia,1968,
131720,New Zealand,1968,
131721,Ngorno-Karabakh,1968,
131722,Nicaragua,1968,
131723,Niger,1968,
131724,Nigeria,1968,
131725,Niue,1968,
131726,Norfolk Island,1968,
131727,Northern Cyprus,1968,
131728,Northern Mariana Islands,1968,
131729,Norway,1968,
131730,Oman,1968,
131731,Pakistan,1968,
131732,Palau,1968,
131733,Panama,1968,
131734,Papua New Guinea,1968,
131735,Paraguay,1968,
131736,Peru,1968,
131737,Philippines,1968,
131738,Pitcairn,1968,
131739,Poland,1968,
131740,Portugal,1968,
131741,Puerto Rico,1968,
131742,Qatar,1968,
131743,Reunion,1968,
131744,Romania,1968,
131745,Russia,1968,
131746,Rwanda,1968,
131747,St. Barthélemy,1968,
131748,St. Helena,1968,
131749,St. Kitts and Nevis,1968,
131750,St. Lucia,1968,
131751,St. Martin,1968,
131752,St. Vincent and the Grenadines,1968,
131753,St.-Pierre-et-Miquelon,1968,
131754,Samoa,1968,
131755,San Marino,1968,
131756,Sao Tome and Principe,1968,
131757,Saudi Arabia,1968,
131758,Senegal,1968,
131759,Serbia,1968,
131760,Serbia and Montenegro,1968,
131761,Serbia excluding Kosovo,1968,
131762,Seychelles,1968,
131763,Sierra Leone,1968,
131764,Singapore,1968,
131765,Slovak Republic,1968,
131766,Slovenia,1968,
131767,Solomon Islands,1968,
131768,Somalia,1968,
131769,Somaliland,1968,
131770,South Africa,1968,
131771,South Ossetia,1968,
131772,Spain,1968,
131773,Sri Lanka,1968,
131774,Sudan,1968,
131775,Suriname,1968,
131776,Svalbard,1968,
131777,Swaziland,1968,
131778,Sweden,1968,
131779,Switzerland,1968,
131780,Syria,1968,
131781,Taiwan,1968,
131782,Tajikistan,1968,
131783,Tanzania,1968,
131784,Thailand,1968,
131785,Timor-Leste,1968,
131786,Togo,1968,
131787,Tokelau,1968,
131788,Tonga,1968,
131789,Transnistria,1968,
131790,Trinidad and Tobago,1968,
131791,Tunisia,1968,
131792,Turkey,1968,
131793,Turkmenistan,1968,
131794,Turks and Caicos Islands,1968,
131795,Tuvalu,1968,
131796,Uganda,1968,
131797,Ukraine,1968,
131798,United Arab Emirates,1968,
131799,United Kingdom,1968,
131800,United States,1968,
131801,Uruguay,1968,
131802,USSR,1968,
131803,Uzbekistan,1968,
131804,Wallis et Futuna,1968,
131805,Vanuatu,1968,
131806,Venezuela,1968,
131807,West Bank and Gaza,1968,
131808,West Germany,1968,
131809,Western Sahara,1968,
131810,Vietnam,1968,
131811,Virgin Islands (U.S.),1968,
131812,North Yemen (former),1968,
131813,South Yemen (former),1968,
131814,Yemen,1968,
131815,Yugoslavia,1968,
131816,Zambia,1968,
131817,Zimbabwe,1968,
131818,Åland,1968,
131819,South Sudan,1968,
131820,Abkhazia,1969,
131821,Afghanistan,1969,
131822,Akrotiri and Dhekelia,1969,
131823,Albania,1969,
131824,Algeria,1969,
131825,American Samoa,1969,
131826,Andorra,1969,
131827,Angola,1969,
131828,Anguilla,1969,
131829,Antigua and Barbuda,1969,
131830,Argentina,1969,
131831,Armenia,1969,
131832,Aruba,1969,
131833,Australia,1969,
131834,Austria,1969,
131835,Azerbaijan,1969,
131836,Bahamas,1969,
131837,Bahrain,1969,
131838,Bangladesh,1969,
131839,Barbados,1969,
131840,Belarus,1969,
131841,Belgium,1969,
131842,Belize,1969,
131843,Benin,1969,
131844,Bermuda,1969,
131845,Bhutan,1969,
131846,Bolivia,1969,
131847,Bosnia and Herzegovina,1969,
131848,Botswana,1969,
131849,Brazil,1969,
131850,British Virgin Islands,1969,
131851,Brunei,1969,
131852,Bulgaria,1969,
131853,Burkina Faso,1969,
131854,Burundi,1969,
131855,Cambodia,1969,
131856,Cameroon,1969,
131857,Canada,1969,
131858,Cape Verde,1969,
131859,Cayman Islands,1969,
131860,Central African Republic,1969,
131861,Chad,1969,
131862,Channel Islands,1969,
131863,Chile,1969,
131864,China,1969,
131865,Christmas Island,1969,
131866,Cocos Island,1969,
131867,Colombia,1969,
131868,Comoros,1969,
131869,"Congo, Dem. Rep.",1969,
131870,"Congo, Rep.",1969,
131871,Cook Is,1969,
131872,Costa Rica,1969,
131873,Cote d'Ivoire,1969,
131874,Croatia,1969,
131875,Cuba,1969,
131876,Cyprus,1969,
131877,Czech Republic,1969,
131878,Czechoslovakia,1969,
131879,Denmark,1969,
131880,Djibouti,1969,
131881,Dominica,1969,
131882,Dominican Republic,1969,
131883,East Germany,1969,
131884,Ecuador,1969,
131885,Egypt,1969,
131886,El Salvador,1969,
131887,Equatorial Guinea,1969,
131888,Eritrea,1969,
131889,Eritrea and Ethiopia,1969,
131890,Estonia,1969,
131891,Ethiopia,1969,
131892,Faeroe Islands,1969,
131893,Falkland Is (Malvinas),1969,
131894,Fiji,1969,
131895,Finland,1969,
131896,France,1969,
131897,French Guiana,1969,
131898,French Polynesia,1969,
131899,Gabon,1969,
131900,Gambia,1969,
131901,Georgia,1969,
131902,Germany,1969,
131903,Ghana,1969,
131904,Gibraltar,1969,
131905,Greece,1969,
131906,Greenland,1969,
131907,Grenada,1969,
131908,Guadeloupe,1969,
131909,Guam,1969,
131910,Guatemala,1969,
131911,Guernsey,1969,
131912,Guinea,1969,
131913,Guinea-Bissau,1969,
131914,Guyana,1969,
131915,Haiti,1969,
131916,Holy See,1969,
131917,Honduras,1969,
131918,"Hong Kong, China",1969,
131919,Hungary,1969,
131920,Iceland,1969,
131921,India,1969,
131922,Indonesia,1969,
131923,Iran,1969,
131924,Iraq,1969,
131925,Ireland,1969,
131926,Isle of Man,1969,
131927,Israel,1969,
131928,Italy,1969,
131929,Jamaica,1969,
131930,Japan,1969,
131931,Jersey,1969,
131932,Jordan,1969,
131933,Kazakhstan,1969,
131934,Kenya,1969,
131935,Kiribati,1969,
131936,North Korea,1969,
131937,South Korea,1969,
131938,"United Korea (former)
",1969,
131939,Kosovo,1969,
131940,Kuwait,1969,
131941,Kyrgyz Republic,1969,
131942,Lao,1969,
131943,Latvia,1969,
131944,Lebanon,1969,
131945,Lesotho,1969,
131946,Liberia,1969,
131947,Libya,1969,
131948,Liechtenstein,1969,
131949,Lithuania,1969,
131950,Luxembourg,1969,
131951,"Macao, China",1969,
131952,"Macedonia, FYR",1969,
131953,Madagascar,1969,
131954,Malawi,1969,
131955,Malaysia,1969,
131956,Maldives,1969,
131957,Mali,1969,
131958,Malta,1969,
131959,Marshall Islands,1969,
131960,Martinique,1969,
131961,Mauritania,1969,
131962,Mauritius,1969,
131963,Mayotte,1969,
131964,Mexico,1969,
131965,"Micronesia, Fed. Sts.",1969,
131966,Moldova,1969,
131967,Monaco,1969,
131968,Mongolia,1969,
131969,Montenegro,1969,
131970,Montserrat,1969,
131971,Morocco,1969,
131972,Mozambique,1969,
131973,Myanmar,1969,
131974,Namibia,1969,
131975,Nauru,1969,
131976,Nepal,1969,
131977,Netherlands,1969,
131978,Netherlands Antilles,1969,
131979,New Caledonia,1969,
131980,New Zealand,1969,
131981,Ngorno-Karabakh,1969,
131982,Nicaragua,1969,
131983,Niger,1969,
131984,Nigeria,1969,
131985,Niue,1969,
131986,Norfolk Island,1969,
131987,Northern Cyprus,1969,
131988,Northern Mariana Islands,1969,
131989,Norway,1969,
131990,Oman,1969,
131991,Pakistan,1969,
131992,Palau,1969,
131993,Panama,1969,
131994,Papua New Guinea,1969,
131995,Paraguay,1969,
131996,Peru,1969,
131997,Philippines,1969,
131998,Pitcairn,1969,
131999,Poland,1969,
132000,Portugal,1969,
132001,Puerto Rico,1969,
132002,Qatar,1969,
132003,Reunion,1969,
132004,Romania,1969,
132005,Russia,1969,
132006,Rwanda,1969,
132007,St. Barthélemy,1969,
132008,St. Helena,1969,
132009,St. Kitts and Nevis,1969,
132010,St. Lucia,1969,
132011,St. Martin,1969,
132012,St. Vincent and the Grenadines,1969,
132013,St.-Pierre-et-Miquelon,1969,
132014,Samoa,1969,
132015,San Marino,1969,
132016,Sao Tome and Principe,1969,
132017,Saudi Arabia,1969,
132018,Senegal,1969,
132019,Serbia,1969,
132020,Serbia and Montenegro,1969,
132021,Serbia excluding Kosovo,1969,
132022,Seychelles,1969,
132023,Sierra Leone,1969,
132024,Singapore,1969,
132025,Slovak Republic,1969,
132026,Slovenia,1969,
132027,Solomon Islands,1969,
132028,Somalia,1969,
132029,Somaliland,1969,
132030,South Africa,1969,
132031,South Ossetia,1969,
132032,Spain,1969,
132033,Sri Lanka,1969,
132034,Sudan,1969,
132035,Suriname,1969,
132036,Svalbard,1969,
132037,Swaziland,1969,
132038,Sweden,1969,
132039,Switzerland,1969,
132040,Syria,1969,
132041,Taiwan,1969,
132042,Tajikistan,1969,
132043,Tanzania,1969,
132044,Thailand,1969,
132045,Timor-Leste,1969,
132046,Togo,1969,
132047,Tokelau,1969,
132048,Tonga,1969,
132049,Transnistria,1969,
132050,Trinidad and Tobago,1969,
132051,Tunisia,1969,
132052,Turkey,1969,
132053,Turkmenistan,1969,
132054,Turks and Caicos Islands,1969,
132055,Tuvalu,1969,
132056,Uganda,1969,
132057,Ukraine,1969,
132058,United Arab Emirates,1969,
132059,United Kingdom,1969,
132060,United States,1969,
132061,Uruguay,1969,
132062,USSR,1969,
132063,Uzbekistan,1969,
132064,Wallis et Futuna,1969,
132065,Vanuatu,1969,
132066,Venezuela,1969,
132067,West Bank and Gaza,1969,
132068,West Germany,1969,
132069,Western Sahara,1969,
132070,Vietnam,1969,
132071,Virgin Islands (U.S.),1969,
132072,North Yemen (former),1969,
132073,South Yemen (former),1969,
132074,Yemen,1969,
132075,Yugoslavia,1969,
132076,Zambia,1969,
132077,Zimbabwe,1969,
132078,Åland,1969,
132079,South Sudan,1969,
132080,Abkhazia,1969,
132081,Afghanistan,1969,36.69
132082,Akrotiri and Dhekelia,1969,
132083,Albania,1969,67.55
132084,Algeria,1969,51.95
132085,American Samoa,1969,
132086,Andorra,1969,
132087,Angola,1969,40.95
132088,Anguilla,1969,
132089,Antigua and Barbuda,1969,66.81
132090,Argentina,1969,66.72
132091,Armenia,1969,71.1
132092,Aruba,1969,68.78
132093,Australia,1969,71.11
132094,Austria,1969,70.02
132095,Azerbaijan,1969,65.14
132096,Bahamas,1969,64.39
132097,Bahrain,1969,62.22
132098,Bangladesh,1969,47.09
132099,Barbados,1969,65.91
132100,Belarus,1969,72.47
132101,Belgium,1969,70.63
132102,Belize,1969,65.21
132103,Benin,1969,43.31
132104,Bermuda,1969,
132105,Bhutan,1969,41.45
132106,Bolivia,1969,47.05
132107,Bosnia and Herzegovina,1969,68.82
132108,Botswana,1969,53.73
132109,Brazil,1969,59.31
132110,British Virgin Islands,1969,
132111,Brunei,1969,66.97
132112,Bulgaria,1969,70.48
132113,Burkina Faso,1969,39.78
132114,Burundi,1969,42.65
132115,Cambodia,1969,44.03
132116,Cameroon,1969,48.37
132117,Canada,1969,72.39
132118,Cape Verde,1969,53.0
132119,Cayman Islands,1969,
132120,Central African Republic,1969,42.57
132121,Chad,1969,45.12
132122,Channel Islands,1969,71.73
132123,Chile,1969,61.17
132124,China,1969,59.38
132125,Christmas Island,1969,
132126,Cocos Island,1969,
132127,Colombia,1969,62.43
132128,Comoros,1969,48.09
132129,"Congo, Dem. Rep.",1969,47.63
132130,"Congo, Rep.",1969,52.54
132131,Cook Is,1969,
132132,Costa Rica,1969,66.84
132133,Cote d'Ivoire,1969,44.53
132134,Croatia,1969,68.22
132135,Cuba,1969,69.32
132136,Cyprus,1969,72.47
132137,Czech Republic,1969,69.62
132138,Czechoslovakia,1969,
132139,Denmark,1969,73.36
132140,Djibouti,1969,50.99
132141,Dominica,1969,
132142,Dominican Republic,1969,60.16
132143,East Germany,1969,
132144,Ecuador,1969,58.76
132145,Egypt,1969,52.25
132146,El Salvador,1969,57.24
132147,Equatorial Guinea,1969,40.82
132148,Eritrea,1969,42.56
132149,Eritrea and Ethiopia,1969,
132150,Estonia,1969,70.4
132151,Ethiopia,1969,41.65
132152,Faeroe Islands,1969,
132153,Falkland Is (Malvinas),1969,
132154,Fiji,1969,59.26
132155,Finland,1969,69.7
132156,France,1969,71.4
132157,French Guiana,1969,64.97
132158,French Polynesia,1969,59.83
132159,Gabon,1969,44.74
132160,Gambia,1969,42.3
132161,Georgia,1969,66.93
132162,Germany,1969,70.48
132163,Ghana,1969,49.78
132164,Gibraltar,1969,
132165,Greece,1969,70.88
132166,Greenland,1969,64.82
132167,Grenada,1969,64.27
132168,Guadeloupe,1969,64.46
132169,Guam,1969,65.63
132170,Guatemala,1969,52.72
132171,Guernsey,1969,
132172,Guinea,1969,37.61
132173,Guinea-Bissau,1969,45.29
132174,Guyana,1969,60.59
132175,Haiti,1969,46.73
132176,Holy See,1969,
132177,Honduras,1969,54.0
132178,"Hong Kong, China",1969,71.53
132179,Hungary,1969,69.45
132180,Iceland,1969,73.9
132181,India,1969,47.93
132182,Indonesia,1969,52.0
132183,Iran,1969,51.67
132184,Iraq,1969,55.96
132185,Ireland,1969,71.62
132186,Isle of Man,1969,
132187,Israel,1969,70.78
132188,Italy,1969,70.87
132189,Jamaica,1969,70.36
132190,Japan,1969,71.96
132191,Jersey,1969,
132192,Jordan,1969,60.42
132193,Kazakhstan,1969,62.92
132194,Kenya,1969,53.19
132195,Kiribati,1969,49.42
132196,North Korea,1969,58.1
132197,South Korea,1969,60.35
132198,"United Korea (former)
",1969,
132199,Kosovo,1969,
132200,Kuwait,1969,68.38
132201,Kyrgyz Republic,1969,59.95
132202,Lao,1969,44.41
132203,Latvia,1969,70.29
132204,Lebanon,1969,65.27
132205,Lesotho,1969,49.43
132206,Liberia,1969,39.49
132207,Libya,1969,57.88
132208,Liechtenstein,1969,
132209,Lithuania,1969,71.3
132210,Luxembourg,1969,69.73
132211,"Macao, China",1969,68.83
132212,"Macedonia, FYR",1969,66.14
132213,Madagascar,1969,47.18
132214,Malawi,1969,41.16
132215,Malaysia,1969,64.63
132216,Maldives,1969,46.44
132217,Mali,1969,33.77
132218,Malta,1969,71.29
132219,Marshall Islands,1969,
132220,Martinique,1969,65.46
132221,Mauritania,1969,49.27
132222,Mauritius,1969,63.05
132223,Mayotte,1969,61.73
132224,Mexico,1969,61.32
132225,"Micronesia, Fed. Sts.",1969,60.1
132226,Moldova,1969,65.23
132227,Monaco,1969,
132228,Mongolia,1969,56.02
132229,Montenegro,1969,69.36
132230,Montserrat,1969,
132231,Morocco,1969,53.91
132232,Mozambique,1969,43.37
132233,Myanmar,1969,49.78
132234,Namibia,1969,52.26
132235,Nauru,1969,
132236,Nepal,1969,43.97
132237,Netherlands,1969,73.51
132238,Netherlands Antilles,1969,68.81
132239,New Caledonia,1969,61.89
132240,New Zealand,1969,71.57
132241,Ngorno-Karabakh,1969,
132242,Nicaragua,1969,58.33
132243,Niger,1969,38.05
132244,Nigeria,1969,31.63
132245,Niue,1969,
132246,Norfolk Island,1969,
132247,Northern Cyprus,1969,
132248,Northern Mariana Islands,1969,
132249,Norway,1969,73.78
132250,Oman,1969,52.43
132251,Pakistan,1969,53.52
132252,Palau,1969,
132253,Panama,1969,66.15
132254,Papua New Guinea,1969,45.53
132255,Paraguay,1969,68.9
132256,Peru,1969,54.52
132257,Philippines,1969,61.94
132258,Pitcairn,1969,
132259,Poland,1969,69.83
132260,Portugal,1969,66.49
132261,Puerto Rico,1969,71.03
132262,Qatar,1969,67.29
132263,Reunion,1969,62.41
132264,Romania,1969,68.16
132265,Russia,1969,68.65
132266,Rwanda,1969,45.44
132267,St. Barthélemy,1969,
132268,St. Helena,1969,
132269,St. Kitts and Nevis,1969,
132270,St. Lucia,1969,61.94
132271,St. Martin,1969,
132272,St. Vincent and the Grenadines,1969,64.46
132273,St.-Pierre-et-Miquelon,1969,
132274,Samoa,1969,56.75
132275,San Marino,1969,
132276,Sao Tome and Principe,1969,56.19
132277,Saudi Arabia,1969,54.55
132278,Senegal,1969,39.17
132279,Serbia,1969,67.94
132280,Serbia and Montenegro,1969,
132281,Serbia excluding Kosovo,1969,
132282,Seychelles,1969,64.18
132283,Sierra Leone,1969,42.08
132284,Singapore,1969,67.09
132285,Slovak Republic,1969,69.91
132286,Slovenia,1969,69.23
132287,Solomon Islands,1969,55.74
132288,Somalia,1969,42.54
132289,Somaliland,1969,
132290,South Africa,1969,52.41
132291,South Ossetia,1969,
132292,Spain,1969,71.21
132293,Sri Lanka,1969,64.21
132294,Sudan,1969,53.82
132295,Suriname,1969,64.28
132296,Svalbard,1969,
132297,Swaziland,1969,48.21
132298,Sweden,1969,74.11
132299,Switzerland,1969,72.76
132300,Syria,1969,58.57
132301,Taiwan,1969,68.62
132302,Tajikistan,1969,61.17
132303,Tanzania,1969,49.07
132304,Thailand,1969,59.39
132305,Timor-Leste,1969,44.86
132306,Togo,1969,47.07
132307,Tokelau,1969,
132308,Tonga,1969,64.26
132309,Transnistria,1969,
132310,Trinidad and Tobago,1969,65.6
132311,Tunisia,1969,51.74
132312,Turkey,1969,53.91
132313,Turkmenistan,1969,58.8
132314,Turks and Caicos Islands,1969,
132315,Tuvalu,1969,
132316,Uganda,1969,50.43
132317,Ukraine,1969,70.7
132318,United Arab Emirates,1969,60.33
132319,United Kingdom,1969,71.64
132320,United States,1969,70.66
132321,Uruguay,1969,68.84
132322,USSR,1969,
132323,Uzbekistan,1969,63.2
132324,Wallis et Futuna,1969,
132325,Vanuatu,1969,51.12
132326,Venezuela,1969,65.3
132327,West Bank and Gaza,1969,57.22
132328,West Germany,1969,
132329,Western Sahara,1969,41.67
132330,Vietnam,1969,59.63
132331,Virgin Islands (U.S.),1969,67.29
132332,North Yemen (former),1969,
132333,South Yemen (former),1969,
132334,Yemen,1969,40.71
132335,Yugoslavia,1969,
132336,Zambia,1969,53.25
132337,Zimbabwe,1969,56.83
132338,Åland,1969,
132339,South Sudan,1969,39.68
132340,Abkhazia,1969,
132341,Afghanistan,1969,
132342,Akrotiri and Dhekelia,1969,
132343,Albania,1969,
132344,Algeria,1969,
132345,American Samoa,1969,
132346,Andorra,1969,
132347,Angola,1969,
132348,Anguilla,1969,
132349,Antigua and Barbuda,1969,
132350,Argentina,1969,
132351,Armenia,1969,
132352,Aruba,1969,
132353,Australia,1969,
132354,Austria,1969,
132355,Azerbaijan,1969,
132356,Bahamas,1969,
132357,Bahrain,1969,
132358,Bangladesh,1969,
132359,Barbados,1969,
132360,Belarus,1969,
132361,Belgium,1969,
132362,Belize,1969,
132363,Benin,1969,
132364,Bermuda,1969,
132365,Bhutan,1969,
132366,Bolivia,1969,
132367,Bosnia and Herzegovina,1969,
132368,Botswana,1969,
132369,Brazil,1969,
132370,British Virgin Islands,1969,
132371,Brunei,1969,
132372,Bulgaria,1969,
132373,Burkina Faso,1969,
132374,Burundi,1969,
132375,Cambodia,1969,
132376,Cameroon,1969,
132377,Canada,1969,
132378,Cape Verde,1969,
132379,Cayman Islands,1969,
132380,Central African Republic,1969,
132381,Chad,1969,
132382,Channel Islands,1969,
132383,Chile,1969,
132384,China,1969,
132385,Christmas Island,1969,
132386,Cocos Island,1969,
132387,Colombia,1969,
132388,Comoros,1969,
132389,"Congo, Dem. Rep.",1969,
132390,"Congo, Rep.",1969,
132391,Cook Is,1969,
132392,Costa Rica,1969,
132393,Cote d'Ivoire,1969,
132394,Croatia,1969,
132395,Cuba,1969,
132396,Cyprus,1969,
132397,Czech Republic,1969,
132398,Czechoslovakia,1969,
132399,Denmark,1969,
132400,Djibouti,1969,
132401,Dominica,1969,
132402,Dominican Republic,1969,
132403,East Germany,1969,
132404,Ecuador,1969,
132405,Egypt,1969,
132406,El Salvador,1969,
132407,Equatorial Guinea,1969,
132408,Eritrea,1969,
132409,Eritrea and Ethiopia,1969,
132410,Estonia,1969,
